country,city,agency,feed_url,mdb_id,license,status
GB,Husborne Crawley,BODS — Husborne Crawley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-3dfaceee46,,active
GB,Husthwaite,BODS — Husthwaite,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-70a68f193e,,active
GB,Hutton,BODS — Hutton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-58b324e085,,active
GB,Hutton Magna,BODS — Hutton Magna,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-5e078c45c7,,active
GB,Huttons Ambo,BODS — Huttons Ambo,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-f21c959793,,active
GB,Huyton,BODS — Huyton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-2d43b1e63e,,active
GB,Hyde,BODS — Hyde,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-58454c3de0,,active
GB,Hythe,BODS — Hythe,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ddfac4efde,,active
GB,Ibstock,BODS — Ibstock,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-8392b94780,,active
GB,Ilchester,BODS — Ilchester,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ae0b4ed432,,active
GB,Ilford,BODS — Ilford,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-08e623085f,,active
GB,Ilfracombe,BODS — Ilfracombe,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-7d827f8f23,,active
GB,Ilkeston,BODS — Ilkeston,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-454ee97522,,active
GB,Ilkley,BODS — Ilkley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-6d0fb240c8,,active
GB,Ilminster,BODS — Ilminster,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-eb29314f64,,active
GB,Immingham,BODS — Immingham,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-3d2a03b27d,,active
GB,Ince Blundell,BODS — Ince Blundell,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-731f810215,,active
GB,Ince-in-Makerfield,BODS — Ince-in-Makerfield,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-d2fe2dc6ea,,active
GB,Inchinnan,BODS — Inchinnan,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-11ccf46655,,active
GB,Ingatestone,BODS — Ingatestone,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-8c6129e6b9,,active
GB,Ingleby Greenhow,BODS — Ingleby Greenhow,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-2848e24603,,active
GB,Ingleton,BODS — Ingleton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-b6166511d4,,active
GB,Ingoldmells,BODS — Ingoldmells,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-56fd7c3535,,active
GB,Inkberrow,BODS — Inkberrow,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-7b67c48c99,,active
GB,Innellan,BODS — Innellan,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-05738a183a,,active
GB,Innerleithen,BODS — Innerleithen,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-7d03d2b2e6,,active
GB,Insch,BODS — Insch,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-6b1dfd18e6,,active
GB,Inverbervie,BODS — Inverbervie,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-37b8439d04,,active
GB,Inverclyde,McGill's Buses,https://data.discoverpassenger.com/operator/mcgills/dataset/current/download/gtfs,mdb-1941,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,active
GB,Invergordon,BODS — Invergordon,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-a582849f3b,,active
GB,Inverkeithing,BODS — Inverkeithing,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-f0ee5f2639,,active
GB,Inverkip,BODS — Inverkip,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-4078bbc2e4,,active
GB,Inverness,BODS — Inverness,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-422031048d,,active
GB,Inverurie,BODS — Inverurie,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-2dd76c8c0c,,active
GB,Ipplepen,BODS — Ipplepen,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-df7c332ce4,,active
GB,Ipswich,BODS — Ipswich,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-0b2f42b288,,active
GB,Irchester,BODS — Irchester,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-d9810d48ba,,active
GB,Irlam,BODS — Irlam,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-f4ad7aac80,,active
GB,Ironbridge,BODS — Ironbridge,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-b411a0aa5d,,active
GB,Irthlingborough,BODS — Irthlingborough,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-fdb2caccfb,,active
GB,Irvine,BODS — Irvine,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-9621586644,,active
GB,Isle Of Mull,BODS — Isle Of Mull,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-d08e1003d3,,active
GB,Isle of Arran,BODS — Isle of Arran,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-0b095d65ab,,active
GB,Isle of Bute,BODS — Isle of Bute,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c86fe7b132,,active
GB,Isle of Islay,BODS — Isle of Islay,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-d2a15ef90d,,active
GB,Isle of Lewis,BODS — Isle of Lewis,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c79b8a91a8,,active
GB,Isle of North Uist,BODS — Isle of North Uist,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-e2a4517d5d,,active
GB,Isle of Skye,BODS — Isle of Skye,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-61108f8e5b,,active
GB,Isle of South Uist,BODS — Isle of South Uist,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-95c9c8b9f4,,active
GB,Isle of Wight,Southern Vectis,https://data.discoverpassenger.com/operator/southernvectis/dataset/current/download/gtfs,mdb-1951,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,active
GB,Isleham,BODS — Isleham,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ed3dfa2806,,active
GB,Isleworth,BODS — Isleworth,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-50713c1f93,,active
GB,Islington,BODS — Islington,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-fb6ce4e9a5,,active
GB,Iver,BODS — Iver,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-8f28e88dbd,,active
GB,Ivinghoe,BODS — Ivinghoe,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-d421e47418,,active
GB,Ivybridge,BODS — Ivybridge,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-6b4bd1f6d6,,active
GB,Ixworth,BODS — Ixworth,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-0edb6f5413,,active
GB,Jacobstow,BODS — Jacobstow,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-a166fd9800,,active
GB,Jarrow,BODS — Jarrow,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-9bb155ecb5,,active
GB,Jedburgh,BODS — Jedburgh,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-48efb7e3c2,,active
GB,Jeffreyston,BODS — Jeffreyston,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ee9cc5feb6,,active
GB,Johnston,BODS — Johnston,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-72bf419306,,active
GB,Johnstone,BODS — Johnstone,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-8ea1fc32aa,,active
GB,Kearsley,BODS — Kearsley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-fff5d7e59a,,active
GB,Kedington,BODS — Kedington,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-118c7ae5a6,,active
GB,Keelby,BODS — Keelby,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-767d80b133,,active
GB,Kegworth,BODS — Kegworth,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-52d0e9131d,,active
GB,Keighley,BODS — Keighley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ea89d948eb,,active
GB,Keith,BODS — Keith,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-5dd85608ca,,active
GB,Kelsall,BODS — Kelsall,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-503bf1de02,,active
GB,Kelso,BODS — Kelso,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c5734094a2,,active
GB,Kelty,BODS — Kelty,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-aacceef5f5,,active
GB,Kelvedon,BODS — Kelvedon,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-d03ab76f1a,,active
GB,Kelvedon Hatch,BODS — Kelvedon Hatch,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-29f4ff7609,,active
GB,Kemnay,BODS — Kemnay,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-764b7547ac,,active
GB,Kempsey,BODS — Kempsey,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-60b9419970,,active
GB,Kempston,BODS — Kempston,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ddb19feb53,,active
GB,Kempston Hardwick,BODS — Kempston Hardwick,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-e561056986,,active
GB,Kemsing,BODS — Kemsing,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-01d7ba8dce,,active
GB,Kendal,BODS — Kendal,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-3ccd9d80e3,,active
GB,Kenilworth,BODS — Kenilworth,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ac72fc9662,,active
GB,Kenley,BODS — Kenley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-b08947f6a7,,active
GB,Kenn,BODS — Kenn,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-f6775b7c1d,,active
GB,Kennington,BODS — Kennington,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-62ebeb1573,,active
GB,Kennoway,BODS — Kennoway,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-95452c794c,,active
GB,Kensington,BODS — Kensington,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ec045b1728,,active
GB,Kensworth,BODS — Kensworth,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c3df5aa18e,,active
GB,Keresley,BODS — Keresley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-08901e16a6,,active
GB,Kesgrave,BODS — Kesgrave,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-aa07376af8,,active
GB,Kessingland,BODS — Kessingland,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-4a0cf0d784,,active
GB,Keswick,BODS — Keswick,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-1ad1d64b42,,active
GB,Kettering,BODS — Kettering,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-067dd903b4,,active
GB,Ketton,BODS — Ketton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-96c2547205,,active
GB,Kewstoke,BODS — Kewstoke,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-36f127e019,,active
GB,Keyingham,BODS — Keyingham,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-0658a89f02,,active
GB,Keynsham,BODS — Keynsham,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-30f80991b8,,active
GB,Kibworth Harcourt,BODS — Kibworth Harcourt,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-3cee906c45,,active
GB,Kidderminster,BODS — Kidderminster,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-252033b91b,,active
GB,Kidlington,BODS — Kidlington,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-646cf1ef13,,active
GB,Kidsgrove,BODS — Kidsgrove,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-027bf26477,,active
GB,Kidwelly,BODS — Kidwelly,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-6796237fd1,,active
GB,Kilbarchan,BODS — Kilbarchan,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-9648c1b932,,active
GB,Kilbirnie,BODS — Kilbirnie,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-2332f257ad,,active
GB,Kilburn,BODS — Kilburn,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-48820314a1,,active
GB,Kilcreggan,BODS — Kilcreggan,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-f71b8e7fba,,active
GB,Kilgetty,BODS — Kilgetty,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-9845601961,,active
GB,Kilham,BODS — Kilham,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-96b657decf,,active
GB,Killamarsh,BODS — Killamarsh,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-41e6bc0172,,active
GB,Killearn,BODS — Killearn,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-be7d301428,,active
GB,Kilmacolm,BODS — Kilmacolm,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-46211c7e7f,,active
GB,Kilmarnock,BODS — Kilmarnock,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-5138dfdb94,,active
GB,Kilmaurs,BODS — Kilmaurs,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-749b780320,,active
GB,Kilmington,BODS — Kilmington,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-16dc100803,,active
GB,Kilpin,BODS — Kilpin,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-839a07092e,,active
GB,Kilsyth,BODS — Kilsyth,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-190cd0abe2,,active
GB,Kilwinning,BODS — Kilwinning,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-a726341a0a,,active
GB,Kimberley,BODS — Kimberley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-b4dc62d2e4,,active
GB,Kimbolton,BODS — Kimbolton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-0b12da57aa,,active
GB,Kincardine,BODS — Kincardine,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-3cbcec7e95,,active
GB,King's Lynn,BODS — King's Lynn,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-a4960e067d,,active
GB,Kinghorn,BODS — Kinghorn,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-bf6e649224,,active
GB,Kinglassie,BODS — Kinglassie,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ab26a04201,,active
GB,Kings Hill,BODS — Kings Hill,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-2e1ae93b67,,active
GB,Kings Langley,BODS — Kings Langley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c14de13795,,active
GB,Kings Worthy,BODS — Kings Worthy,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-75b87ec054,,active
GB,Kingsbridge,BODS — Kingsbridge,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-0c1ea7f3f8,,active
GB,Kingsbury,BODS — Kingsbury,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c847db2fcf,,active
GB,Kingsclere,BODS — Kingsclere,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-76cda6b550,,active
GB,Kingskerswell,BODS — Kingskerswell,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-80f285960f,,active
GB,Kingsland,BODS — Kingsland,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-103ff6f243,,active
GB,Kingsley,BODS — Kingsley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-1409f2fd3b,,active
GB,Kingsteignton,BODS — Kingsteignton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-686be68b71,,active
GB,Kingston Seymour,BODS — Kingston Seymour,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-525951c00d,,active
GB,Kingston upon Thames,BODS — Kingston upon Thames,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c7b3bf8271,,active
GB,Kingstone,BODS — Kingstone,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-84e752a4d6,,active
GB,Kingswinford,BODS — Kingswinford,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-f02e87186f,,active
GB,Kingswood,BODS — Kingswood,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-917e787e72,,active
GB,Kington,BODS — Kington,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-06a39887d0,,active
GB,Kingussie,BODS — Kingussie,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-f5c850f6c5,,active
GB,Kinloss,BODS — Kinloss,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-7343314a36,,active
GB,Kinnersley,BODS — Kinnersley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-310f8d12f8,,active
GB,Kinross,BODS — Kinross,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-cd6eb2832a,,active
GB,Kinsham,BODS — Kinsham,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-375358d553,,active
GB,Kintbury,BODS — Kintbury,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-0b8f83782d,,active
GB,Kintore,BODS — Kintore,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-cfb423cc96,,active
GB,Kirby Muxloe,BODS — Kirby Muxloe,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-9bee5ffe19,,active
GB,Kirk Ella,BODS — Kirk Ella,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-eae2f36f0c,,active
GB,Kirk Sandall,BODS — Kirk Sandall,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-553e970654,,active
GB,Kirkburton,BODS — Kirkburton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-046525b648,,active
GB,Kirkby,BODS — Kirkby,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-395e6c4726,,active
GB,Kirkby Stephen,BODS — Kirkby Stephen,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-b973fff29b,,active
GB,Kirkby in Ashfield,BODS — Kirkby in Ashfield,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-6794a34924,,active
GB,Kirkcaldy,BODS — Kirkcaldy,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-7163bd6066,,active
GB,Kirkconnel,BODS — Kirkconnel,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-f2c15213cc,,active
GB,Kirkcudbright,BODS — Kirkcudbright,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-1899469ce7,,active
GB,Kirkham,BODS — Kirkham,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-789f00edd5,,active
GB,Kirkintilloch,BODS — Kirkintilloch,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-227189c5ed,,active
GB,Kirkliston,BODS — Kirkliston,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-eb5ccf7adc,,active
GB,Kirknewton,BODS — Kirknewton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-aa085ea2d0,,active
GB,Kirkwall,BODS — Kirkwall,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-84d86bd1c9,,active
GB,Kirriemuir,BODS — Kirriemuir,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-bf6afe592e,,active
GB,Kirton,BODS — Kirton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-72fc5c17bc,,active
GB,Kirton in Lindsey,BODS — Kirton in Lindsey,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-58c1ae3367,,active
GB,Knaphill,BODS — Knaphill,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-9908d70076,,active
GB,Knaresborough,BODS — Knaresborough,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-5271fe4b84,,active
GB,Knebworth,BODS — Knebworth,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-7cd5d5506b,,active
GB,Knighton,BODS — Knighton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-3e2cae5503,,active
GB,Knottingley,BODS — Knottingley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-b40b45ba1e,,active
GB,Knowle,BODS — Knowle,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-38f08350ac,,active
GB,Knowsley,BODS — Knowsley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c83a6b7bcd,,active
GB,Knutsford,BODS — Knutsford,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-18b6b846d7,,active
GB,Laceby,BODS — Laceby,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-5524c97005,,active
GB,Lacock,BODS — Lacock,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-e5be61d54c,,active
GB,Ladybank,BODS — Ladybank,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-33d6e02ef8,,active
GB,Lakenheath,BODS — Lakenheath,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-2997828e3d,,active
GB,Lambeth,BODS — Lambeth,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-cc4a8cdffe,,active
GB,Lambourn,BODS — Lambourn,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-7379f69b4f,,active
GB,Lamesley,BODS — Lamesley,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-c099c400d4,,active
GB,Lamlash,BODS — Lamlash,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-52f1f8291e,,active
GB,Lampeter,BODS — Lampeter,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-ad1e3356f4,,active
GB,Lanark,BODS — Lanark,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-5985dff1c2,,active
GB,Lancashire,Blackpool Transport,https://data.discoverpassenger.com/operator/bts/dataset/current/download/gtfs,mdb-1930,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,active
GB,Lancashire,Flixbus GB,http://gtfs.gis.flix.tech/gtfs_generic_gb.zip,mdb-2900,,active
GB,Lancaster,BODS — Lancaster,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-602bff11b0,,active
GB,Lanchester,BODS — Lanchester,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-876c81912e,,active
GB,Lancing,BODS — Lancing,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-297a179542,,active
GB,Landewednack,BODS — Landewednack,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-a7007ed371,,active
GB,Landore,BODS — Landore,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-8d4808a77c,,active
GB,Langham,BODS — Langham,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-98db950ccb,,active
GB,Langho,BODS — Langho,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-a6e396c7c8,,active
GB,Langholm,BODS — Langholm,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-1852d640ef,,active
GB,Langley Green,BODS — Langley Green,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-28641fca3c,,active
GB,Langley Park,BODS — Langley Park,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-4242a371d4,,active
GB,Langport,BODS — Langport,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-8742083551,,active
GB,Langstone,BODS — Langstone,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-97eba53037,,active
GB,Langtoft,BODS — Langtoft,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-6976da5593,,active
GB,Langton,BODS — Langton,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-cd79642205,,active
GB,Larbert,BODS — Larbert,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-6f98863158,,active
GB,Largs,BODS — Largs,https://data.bus-data.dft.gov.uk/timetable/download/gtfs-file/all/,gb-city-2f9c569872,,active
